Timestamp,Şirket lokasyon,Çalışma türü,Çalışma şekli,Cinsiyet,Toplam kaç yıllık iş deneyimin var?,Hangi seviyedesin?,Hangi programlama dillerini kullanıyorsun,Ne yapıyorsun?,Frontend yazıyorsan hangilerini kullanıyorsun,Hangi tool'ları kullanıyorsun,Aylık ortalama net kaç bin TL alıyorsun?
8/20/2025 15:21:58,Türkiye,Tam zamanlı,Hybrid,Erkek,1,Junior,"HTML/CSS, JavaScript, PHP",Fullstack,Vanilla,Kullanmıyorum,31 - 40
8/20/2025 15:22:01,Türkiye,Tam zamanlı,Office,Erkek,3,Mid,Java,Backend,Kullanmıyorum,Kullanmıyorum,71 - 80
8/20/2025 15:22:07,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Junior,"Dart, Matlab",Data Scientist,Kullanmıyorum,FastApi,71 - 80
8/20/2025 15:22:37,Türkiye,Yarı zamanlı,Hybrid,Erkek,0,Junior,Hiçbiri,Cyber Security Engineer,Kullanmıyorum,Kullanmıyorum,21 - 30
8/20/2025 15:23:03,Türkiye,Tam zamanlı,Remote,Erkek,6,Mid,"HTML/CSS, JavaScript, C#, SQL",Fullstack,"React, Angular",Kullanmıyorum,121 - 130
8/20/2025 15:23:06,Türkiye,Tam zamanlı,Remote,Erkek,1,Junior,Swift,iOS,Kullanmıyorum,Kullanmıyorum,61 - 70
8/20/2025 15:23:08,Türkiye,Tam zamanlı,Office,Erkek,6,Team Lead,C++,Backend,Kullanmıyorum,Kullanmıyorum,191 - 200
8/20/2025 15:23:20,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Mid,"HTML/CSS, JavaScript, Java, Swift",Fullstack,React,Firebase,131 - 140
8/20/2025 15:23:31,Türkiye,Tam zamanlı,Hybrid,Erkek,4,Mid,"JavaScript, Java, Go, Kotlin, Python",Backend,Kullanmıyorum,Kullanmıyorum,161 - 170
8/20/2025 15:23:33,Türkiye,Tam zamanlı,Office,Erkek,1,Junior,Python,Data Scientist,Kullanmıyorum,Kullanmıyorum,41 - 50
8/20/2025 15:23:50,Türkiye,Tam zamanlı,Hybrid,Erkek,1,Junior,"TypeScript, Python",Fullstack,React,Kullanmıyorum,51 - 60
8/20/2025 15:24:23,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Mid,Java,Fullstack,Angular,Kullanmıyorum,71 - 80
8/20/2025 15:24:29,Türkiye,Tam zamanlı,Remote,Erkek,3,Mid,"HTML/CSS, JavaScript, TypeScript, Java, C#",Fullstack,Angular,Kullanmıyorum,101 - 110
8/20/2025 15:24:58,Türkiye,Tam zamanlı,Hybrid,Erkek,4,Mid,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,Angular,Firebase,91 - 100
8/20/2025 15:25:00,Türkiye,Tam zamanlı,Office,Erkek,4,Mid,"JavaScript, TypeScript, Dart",Fullstack,Kullanmıyorum,Firebase,61 - 70
8/20/2025 15:25:24,Türkiye,Tam zamanlı,Office,Erkek,3,Mid,C#,Fullstack,Kullanmıyorum,Kullanmıyorum,101 - 110
8/20/2025 15:25:24,Türkiye,Tam zamanlı,Hybrid,Erkek,4,Mid,"HTML/CSS, JavaScript, C#, SQL",Fullstack,Kullanmıyorum,Kullanmıyorum,121 - 130
8/20/2025 15:25:24,Yurtdışı TR hub,Tam zamanlı,Remote,Erkek,5,Senior,Python,Backend,Kullanmıyorum,FastApi,101 - 110
8/20/2025 15:25:44,Türkiye,Tam zamanlı,Remote,Erkek,2,Junior,"HTML/CSS, JavaScript, C#",Backend,Angular,Kullanmıyorum,31 - 40
8/20/2025 15:25:44,Türkiye,Tam zamanlı,Remote,Erkek,3,Junior,"HTML/CSS, JavaScript, TypeScript",Frontend,React,"Strapi, Redux, Zustand",61 - 70
8/20/2025 15:25:49,Türkiye,Tam zamanlı,Hybrid,Erkek,0,Junior,Hiçbiri,Product Manager,Kullanmıyorum,Kullanmıyorum,61 - 70
8/20/2025 15:25:54,Türkiye,Tam zamanlı,Hybrid,Erkek,5,C-Level Manager,Hiçbiri,Danışmanlık,Kullanmıyorum,Kullanmıyorum,91 - 100
8/20/2025 15:26:03,Türkiye,Tam zamanlı,Remote,Erkek,2,Junior,"HTML/CSS, JavaScript",Frontend,React,Redux,61 - 70
8/20/2025 15:26:07,Türkiye,Tam zamanlı,Remote,Erkek,3,Mid,"HTML/CSS, JavaScript, TypeScript, Kotlin, Swift",React Native,React,"Zustand, Jotai, Firebase",131 - 140
8/20/2025 15:26:16,Türkiye,Tam zamanlı,Remote,Erkek,4,Mid,"HTML/CSS, JavaScript, TypeScript",React Native,React,"Redux, Zustand, Firebase",111 - 120
8/20/2025 15:26:35,Türkiye,Tam zamanlı,Office,Erkek,5,Senior,"JavaScript, TypeScript, Python, SQL",Fullstack,React,Kullanmıyorum,101 - 110
8/20/2025 15:26:40,Türkiye,Tam zamanlı,Hybrid,Erkek,7,Senior,"JavaScript, PHP, SQL",Backend,Kullanmıyorum,Firebase,101 - 110
8/20/2025 15:26:44,Amerika,Tam zamanlı,Remote,Erkek,11 - 15,Engineering Manager,"Go, Python",Backend,Vue,"Strapi, Firebase",300 +
8/20/2025 15:26:50,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Mid,"HTML/CSS, JavaScript, TypeScript, SQL",Fullstack,React,Kullanmıyorum,41 - 50
8/20/2025 15:26:53,Türkiye,Tam zamanlı,Remote,Erkek,5,Senior,"JavaScript, C#",Test Automation Engineer,Kullanmıyorum,Kullanmıyorum,131 - 140
8/20/2025 15:27:01,Türkiye,Tam zamanlı,Remote,Erkek,4,Mid,Java,Backend,Vanilla,Kullanmıyorum,131 - 140
8/20/2025 15:27:04,Türkiye,Tam zamanlı,Remote,Erkek,3,Mid,Java,Backend,Kullanmıyorum,Kullanmıyorum,101 - 110
8/20/2025 15:27:20,Türkiye,Tam zamanlı,Remote,Erkek,7,Team Lead,"HTML/CSS, JavaScript, TypeScript",Frontend,"React, Vanilla",Supabase,151 - 160
8/20/2025 15:27:21,Türkiye,Tam zamanlı,Hybrid,Erkek,11 - 15,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,React,Redux,131 - 140
8/20/2025 15:27:24,Türkiye,Tam zamanlı,Hybrid,Erkek,4,Mid,"JavaScript, TypeScript",Frontend,React,"Redux, Jotai, Firebase",71 - 80
8/20/2025 15:27:27,Türkiye,Tam zamanlı,Remote,Erkek,7,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,"React, Vanilla",Redux,141 - 150
8/20/2025 15:27:34,Türkiye,Tam zamanlı,Remote,Kadın,1,Junior,Hiçbiri,UI/UX Designer,Kullanmıyorum,Kullanmıyorum,21 - 30
8/20/2025 15:27:43,Türkiye,Tam zamanlı,Hybrid,Erkek,4,Mid,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,"React, Vue, Vanilla",Kullanmıyorum,81 - 90
8/20/2025 15:27:43,Türkiye,Tam zamanlı,Remote,Kadın,1,Junior,"HTML/CSS, JavaScript",Fullstack,"React, Vue",Redux,51 - 60
8/20/2025 15:27:48,Türkiye,Tam zamanlı,Hybrid,Erkek,0,Junior,Java,Backend,Kullanmıyorum,Kullanmıyorum,21 - 30
8/20/2025 15:27:58,Türkiye,Tam zamanlı,Remote,Kadın,2,Junior,"Java, C#",Manuel Tester,Kullanmıyorum,Kullanmıyorum,21 - 30
8/20/2025 15:28:07,Amerika,Tam zamanlı,Hybrid,Erkek,2,Mid,"HTML/CSS, JavaScript, TypeScript, C#, Python, Dart",Fullstack,"React, Angular, Vue","Strapi, FastApi, Redux, Supabase, Firebase",71 - 80
8/20/2025 15:28:09,Türkiye,Tam zamanlı,Remote,Erkek,11 - 15,Team Lead,"HTML/CSS, JavaScript, TypeScript, Python, SQL",Backend,"React, Vanilla",Kullanmıyorum,121 - 130
8/20/2025 15:28:10,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Senior,Hiçbiri,Data Engineer,Kullanmıyorum,Kullanmıyorum,71 - 80
8/20/2025 15:28:18,Türkiye,Tam zamanlı,Remote,Erkek,5,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,React,"FastApi, Redux, Zustand, Supabase, Firebase",61 - 70
8/20/2025 15:28:19,Türkiye,Tam zamanlı,Office,Kadın,10,Mid,Hiçbiri,Danışmanlık,Kullanmıyorum,Kullanmıyorum,21 - 30
8/20/2025 15:28:41,Amerika,Tam zamanlı,Remote,Erkek,5,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,React,Redux,161 - 170
8/20/2025 15:28:44,Türkiye,Tam zamanlı,Office,Erkek,1,Mid,"Dart, C, C++, Bash",Data Engineer,Kullanmıyorum,Kullanmıyorum,41 - 50
8/20/2025 15:28:51,Türkiye,Tam zamanlı,Hybrid,Kadın,5,Mid,Hiçbiri,Cyber Security Engineer,Kullanmıyorum,Kullanmıyorum,81 - 90
8/20/2025 15:29:22,Türkiye,Tam zamanlı,Remote,Erkek,6,Senior,Java,Backend,Kullanmıyorum,Kullanmıyorum,111 - 120
8/20/2025 15:29:22,Türkiye,Tam zamanlı,Remote,Erkek,11 - 15,Director Level Manager,"Go, C, C++",Embedded Systems Engineer,Kullanmıyorum,Kullanmıyorum,251 - 260
8/20/2025 15:29:29,Türkiye,Tam zamanlı,Hybrid,Erkek,0,Junior,Java,Backend,Kullanmıyorum,Kullanmıyorum,71 - 80
8/20/2025 15:29:30,Türkiye,Tam zamanlı,Remote,Erkek,5,Senior,C#,Fullstack,React,Kullanmıyorum,121 - 130
8/20/2025 15:29:33,Türkiye,Tam zamanlı,Hybrid,Erkek,4,Mid,"Java, Kotlin",Backend,Kullanmıyorum,Kullanmıyorum,141 - 150
8/20/2025 15:29:43,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Junior,"HTML/CSS, JavaScript, TypeScript, Java, SQL",Fullstack,Vue,Kullanmıyorum,61 - 70
8/20/2025 15:29:57,Türkiye,Tam zamanlı,Hybrid,Erkek,5,Senior,"HTML/CSS, Kotlin, Swift, Dart",Flutter,Kullanmıyorum,Firebase,121 - 130
8/20/2025 15:30:04,Türkiye,Tam zamanlı,Remote,Erkek,5,Mid,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,Angular,Kullanmıyorum,51 - 60
8/20/2025 15:30:14,Avrupa,Tam zamanlı,Remote,Erkek,2,Junior,"Python, SQL",ML Engineer,Kullanmıyorum,"FastApi, Supabase, Firebase",111 - 120
8/20/2025 15:30:42,Türkiye,Tam zamanlı,Remote,Erkek,16 - 20,Senior,"HTML/CSS, JavaScript, Java, C#, Python, SQL",DevOps,React,FastApi,201 - 210
8/20/2025 15:30:52,Avrupa,Tam zamanlı,Hybrid,Erkek,11 - 15,Team Lead,"TypeScript, PHP, C#",Backend,Kullanmıyorum,Kullanmıyorum,231 - 240
8/20/2025 15:31:02,Türkiye,Yarı zamanlı,Hybrid,Erkek,1,Junior,"HTML/CSS, JavaScript, Go, PHP, Python",Cyber Security Engineer,React,"Strapi, FastApi, Wordpress, Firebase",11 - 20
8/20/2025 15:31:06,Türkiye,Tam zamanlı,Office,Erkek,4,Mid,"HTML/CSS, JavaScript, Python",Blockchain Developer,"React, Angular, Vue, Vanilla","FastApi, Wordpress, Zustand, Jotai, Supabase",241 - 250
8/20/2025 15:31:22,Türkiye,Tam zamanlı,Hybrid,Erkek,5,Senior,Python,Cyber Security Engineer,Kullanmıyorum,Kullanmıyorum,91 - 100
8/20/2025 15:31:28,Türkiye,Tam zamanlı,Remote,Erkek,3,Mid,"Go, C#",Backend,Angular,Kullanmıyorum,111 - 120
8/20/2025 15:31:38,Türkiye,Tam zamanlı,Hybrid,Erkek,10,Senior,"HTML/CSS, JavaScript, C#",Backend,Vanilla,Kullanmıyorum,131 - 140
8/20/2025 15:32:14,Türkiye,Tam zamanlı,Office,Erkek,4,Mid,"Python, SQL",Data Scientist,Kullanmıyorum,Kullanmıyorum,51 - 60
8/20/2025 15:32:49,Türkiye,Tam zamanlı,Hybrid,Erkek,2,Junior,Java,Backend,Kullanmıyorum,Kullanmıyorum,51 - 60
8/20/2025 15:33:15,Türkiye,Tam zamanlı,Remote,Erkek,4,Mid,Hiçbiri,Product Manager,Kullanmıyorum,Firebase,71 - 80
8/20/2025 15:33:49,Türkiye,Tam zamanlı,Remote,Erkek,11 - 15,Senior,Hiçbiri,Game Developer,Kullanmıyorum,Kullanmıyorum,91 - 100
8/20/2025 15:33:52,Türkiye,Tam zamanlı,Hybrid,Erkek,6,Senior,"Java, C#, Kotlin, Swift, C++",Android,Kullanmıyorum,Kullanmıyorum,91 - 100
8/20/2025 15:33:55,Türkiye,Tam zamanlı,Hybrid,Kadın,2,Junior,C#,Backend,Kullanmıyorum,Firebase,51 - 60
8/20/2025 15:33:55,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Mid,"Python, SQL",Data Scientist,Kullanmıyorum,FastApi,171 - 180
8/20/2025 15:33:58,Avrupa,Tam zamanlı,Remote,Erkek,4,Junior,"SQL, ABAP",Data Engineer,Kullanmıyorum,Kullanmıyorum,121 - 130
8/20/2025 15:34:04,Türkiye,Tam zamanlı,Hybrid,Erkek,0,Junior,"JavaScript, C#",Backend,React,Kullanmıyorum,71 - 80
8/20/2025 15:34:15,Türkiye,Tam zamanlı,Hybrid,Erkek,1,Junior,"JavaScript, TypeScript",React Native,React,"Redux, Firebase",31 - 40
8/20/2025 15:34:22,Türkiye,Tam zamanlı,Remote,Erkek,11 - 15,Architect,Swift,iOS,Kullanmıyorum,Firebase,241 - 250
8/20/2025 15:34:23,Türkiye,Tam zamanlı,Hybrid,Erkek,4,Mid,JavaScript,Test Automation Engineer,Kullanmıyorum,Kullanmıyorum,71 - 80
8/20/2025 15:34:26,Türkiye,Tam zamanlı,Remote,Erkek,10,Senior,C#,Backend,Kullanmıyorum,Kullanmıyorum,131 - 140
8/20/2025 15:34:26,Türkiye,Tam zamanlı,Hybrid,Erkek,4,Mid,Java,Backend,Kullanmıyorum,Kullanmıyorum,81 - 90
8/20/2025 15:34:28,Türkiye,Tam zamanlı,Office,Erkek,2,Junior,"HTML/CSS, JavaScript, PHP, C#, SQL",Fullstack,Kullanmıyorum,Wordpress,41 - 50
8/20/2025 15:34:31,Türkiye,Tam zamanlı,Hybrid,Erkek,11 - 15,Senior,"JavaScript, Java, C#, SQL",Business Analyst,React,Firebase,211 - 220
8/20/2025 15:35:00,Türkiye,Tam zamanlı,Hybrid,Erkek,11 - 15,Architect,"Python, C++",Danışmanlık,Kullanmıyorum,Kullanmıyorum,241 - 250
8/20/2025 15:35:18,Türkiye,Tam zamanlı,Hybrid,Erkek,7,Senior,HTML/CSS,Manuel Tester,Kullanmıyorum,Kullanmıyorum,91 - 100
8/20/2025 15:35:55,Türkiye,Tam zamanlı,Hybrid,Erkek,11 - 15,C-Level Manager,"HTML/CSS, JavaScript, TypeScript, C#, Python, SQL, Visual Basic",Fullstack,"React, Angular, Vue","FastApi, Firebase",121 - 130
8/20/2025 15:36:06,Türkiye,Yarı zamanlı,Office,Kadın,1,Junior,"Python, SQL",Business Analyst,Kullanmıyorum,Kullanmıyorum,0 - 10
8/20/2025 15:36:11,Türkiye,Tam zamanlı,Hybrid,Erkek,4,Senior,"Kotlin, Dart",Flutter,Kullanmıyorum,Firebase,81 - 90
8/20/2025 15:36:13,Türkiye,Tam zamanlı,Remote,Erkek,8,Mid,"HTML/CSS, JavaScript, PHP, Python, SQL",Fullstack,Kullanmıyorum,Kullanmıyorum,51 - 60
8/20/2025 15:36:35,Türkiye,Tam zamanlı,Remote,Erkek,5,Senior,"HTML/CSS, JavaScript, PHP",Backend,Vanilla,Kullanmıyorum,71 - 80
8/20/2025 15:37:04,Türkiye,Tam zamanlı,Remote,Erkek,4,Mid,"HTML/CSS, JavaScript, TypeScript, C#, Swift, SQL",React Native,React,"Redux, Zustand",61 - 70
8/20/2025 15:37:07,Türkiye,Tam zamanlı,Office,Erkek,3,Junior,"C, C++",Embedded Systems Engineer,Kullanmıyorum,Kullanmıyorum,111 - 120
8/20/2025 15:37:49,Türkiye,Tam zamanlı,Hybrid,Erkek,0,Junior,"JavaScript, Java, C#, Python, SQL",Fullstack,React,Kullanmıyorum,81 - 90
8/20/2025 15:37:50,Türkiye,Tam zamanlı,Hybrid,Erkek,10,Team Lead,"HTML/CSS, JavaScript, PHP, C#, SQL",Backend,"React, Kullanmıyorum",Kullanmıyorum,111 - 120
8/20/2025 15:37:53,Türkiye,Tam zamanlı,Remote,Erkek,2,Junior,C#,Backend,Kullanmıyorum,Kullanmıyorum,71 - 80
8/20/2025 15:38:32,Amerika,Tam zamanlı,Remote,Erkek,11 - 15,Senior,"JavaScript, TypeScript",Backend,Kullanmıyorum,Kullanmıyorum,300 +
8/20/2025 15:39:01,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Team Lead,"HTML/CSS, JavaScript, TypeScript, Python, SQL",Fullstack,"React, Vue, Vanilla","Strapi, FastApi, Redux, Supabase, Firebase",151 - 160
8/20/2025 15:39:11,Türkiye,Tam zamanlı,Remote,Kadın,3,Mid,Python,Product Manager,Kullanmıyorum,Kullanmıyorum,71 - 80
8/20/2025 15:39:13,Türkiye,Tam zamanlı,Office,Erkek,5,Senior,"HTML/CSS, JavaScript, TypeScript, C#, SQL",Fullstack,React,Zustand,71 - 80
8/20/2025 15:39:22,Türkiye,Tam zamanlı,Remote,Erkek,1,Junior,SQL,IT Specialist,Kullanmıyorum,Kullanmıyorum,71 - 80
8/20/2025 15:39:26,Türkiye,Kendi işim,Hybrid,Erkek,10,Team Lead,"HTML/CSS, JavaScript, PHP, SQL",Fullstack,Vanilla,Wordpress,141 - 150
8/20/2025 15:39:29,Türkiye,Tam zamanlı,Office,Erkek,3,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,Angular,Kullanmıyorum,71 - 80
8/20/2025 15:39:30,Türkiye,Tam zamanlı,Office,Erkek,4,Mid,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,"React, Angular",Kullanmıyorum,51 - 60
8/20/2025 15:39:37,Türkiye,Tam zamanlı,Remote,Erkek,11 - 15,Senior,Kotlin,Android,Kullanmıyorum,Firebase,161 - 170
8/20/2025 15:39:45,Türkiye,Tam zamanlı,Remote,Erkek,11 - 15,Team Lead,Hiçbiri,Business Analyst,Kullanmıyorum,Kullanmıyorum,241 - 250
8/20/2025 15:39:53,Türkiye,Tam zamanlı,Hybrid,Erkek,4,Senior,"JavaScript, TypeScript, SQL",Backend,Kullanmıyorum,Kullanmıyorum,71 - 80
8/20/2025 15:39:58,Türkiye,Tam zamanlı,Hybrid,Erkek,5,Mid,"Python, SQL",Data Engineer,Kullanmıyorum,Kullanmıyorum,111 - 120
8/20/2025 15:40:01,Türkiye,Tam zamanlı,Office,Erkek,2,Junior,"HTML/CSS, JavaScript, Java, Go, C#, Python, SQL",Fullstack,Kullanmıyorum,Kullanmıyorum,51 - 60
8/20/2025 15:40:04,Türkiye,Tam zamanlı,Hybrid,Erkek,7,Senior,"HTML/CSS, JavaScript",Frontend,"React, Vue, Vanilla",Redux,161 - 170
8/20/2025 15:40:13,Türkiye,Tam zamanlı,Remote,Erkek,11 - 15,Architect,"HTML/CSS, JavaScript, TypeScript, Java, C#, SQL",Backend,Angular,"FastApi, Wordpress, Redux, Firebase",191 - 200
8/20/2025 15:40:16,Türkiye,Tam zamanlı,Office,Erkek,2,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,React,"Redux, Firebase",31 - 40
8/20/2025 15:40:36,Türkiye,Tam zamanlı,Office,Erkek,2,Junior,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,Angular,Redux,91 - 100
8/20/2025 15:40:43,Türkiye,Tam zamanlı,Hybrid,Erkek,11 - 15,Senior,"HTML/CSS, JavaScript, TypeScript, Java, Go, PHP, Kotlin, Python, SQL, Bash",Fullstack,"React, Vanilla",Kullanmıyorum,91 - 100
8/20/2025 15:40:50,Türkiye,Tam zamanlı,Remote,Erkek,3,Mid,Kotlin,Android,Kullanmıyorum,Kullanmıyorum,81 - 90
8/20/2025 15:40:58,Türkiye,Tam zamanlı,Remote,Erkek,4,Mid,"Java, SQL",Manuel Tester,Kullanmıyorum,Kullanmıyorum,51 - 60
8/20/2025 15:41:07,Türkiye,Tam zamanlı,Hybrid,Erkek,2,Mid,"HTML/CSS, JavaScript, TypeScript, SQL",Fullstack,React,Kullanmıyorum,41 - 50
8/20/2025 15:41:08,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Mid,"HTML/CSS, TypeScript, C#",Fullstack,React,Redux,51 - 60
8/20/2025 15:41:15,Türkiye,Tam zamanlı,Hybrid,Erkek,16 - 20,Director Level Manager,"HTML/CSS, JavaScript, Python, SQL, Visual Basic",Product Manager,React,"FastApi, Wordpress, Firebase",171 - 180
8/20/2025 15:41:16,Türkiye,Tam zamanlı,Remote,Erkek,10,Senior,PHP,Backend,"React, Angular",Firebase,81 - 90
8/20/2025 15:41:32,Türkiye,Yarı zamanlı,Hybrid,Erkek,0,Junior,"TypeScript, Kotlin",Android,React,Kullanmıyorum,21 - 30
8/20/2025 15:41:42,Türkiye,Tam zamanlı,Remote,Erkek,7,Senior,Kotlin,Android,Kullanmıyorum,Firebase,171 - 180
8/20/2025 15:41:43,Amerika,Kendi işim,Hybrid,Erkek,30+,Junior,"HTML/CSS, JavaScript, TypeScript, Java, Go, PHP, C#, Kotlin, Swift, Python, Dart, Ruby, Rust, C, C++, Objective C, SQL, Cobol, Julia, Perl, Bash, R Language, ABAP, Matlab, Visual Basic, Elixir, Hiçbiri",Danışmanlık,"React, Angular, Vue, Vanilla, Kullanmıyorum","Strapi, FastApi, Wordpress, Redux, Zustand, Jotai, Supabase, Firebase, Kullanmıyorum",300 +
8/20/2025 15:41:49,Türkiye,Tam zamanlı,Hybrid,Erkek,5,Mid,Hiçbiri,Product Manager,Kullanmıyorum,"Supabase, Firebase",111 - 120
8/20/2025 15:41:50,Türkiye,Tam zamanlı,Remote,Erkek,7,Architect,Hiçbiri,Danışmanlık,Kullanmıyorum,Kullanmıyorum,111 - 120
8/20/2025 15:42:07,Türkiye,Tam zamanlı,Remote,Erkek,3,Mid,Java,Backend,Kullanmıyorum,Kullanmıyorum,91 - 100
8/20/2025 15:42:16,Türkiye,Kendi işim,Office,Erkek,11 - 15,Senior,"JavaScript, TypeScript",Fullstack,"React, Vanilla",FastApi,0 - 10
8/20/2025 15:42:24,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Engineering Manager,Hiçbiri,Product Manager,Kullanmıyorum,Kullanmıyorum,81 - 90
8/20/2025 15:42:24,Türkiye,Tam zamanlı,Remote,Erkek,10,Senior,"JavaScript, Java, Ruby",Backend,Kullanmıyorum,Kullanmıyorum,121 - 130
8/20/2025 15:42:42,Avrupa,Freelance,Remote,Erkek,6,Mid,"Python, SQL",Data Engineer,Kullanmıyorum,Kullanmıyorum,141 - 150
8/20/2025 15:42:42,Türkiye,Tam zamanlı,Hybrid,Erkek,4,Mid,"TypeScript, C#, SQL",Fullstack,React,Kullanmıyorum,81 - 90
8/20/2025 15:42:53,Türkiye,Tam zamanlı,Hybrid,Erkek,7,Senior,"Java, Go, Kotlin",Backend,Kullanmıyorum,Kullanmıyorum,241 - 250
8/20/2025 15:43:00,Amerika,Tam zamanlı,Remote,Erkek,2,Mid,"Kotlin, Python, SQL",Backend,Kullanmıyorum,Kullanmıyorum,151 - 160
8/20/2025 15:43:09,Türkiye,Tam zamanlı,Office,Erkek,2,Mid,HTML/CSS,UI/UX Designer,Kullanmıyorum,Wordpress,21 - 30
8/20/2025 15:43:15,Türkiye,Tam zamanlı,Hybrid,Erkek,2,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,React,Kullanmıyorum,121 - 130
8/20/2025 15:43:42,Türkiye,Tam zamanlı,Office,Erkek,7,Senior,SQL,Business Analyst,Kullanmıyorum,Kullanmıyorum,101 - 110
8/20/2025 15:43:54,Türkiye,Tam zamanlı,Hybrid,Erkek,2,Mid,"HTML/CSS, JavaScript, TypeScript",Frontend,React,Redux,51 - 60
8/20/2025 15:44:03,Yurtdışı TR hub,Tam zamanlı,Office,Erkek,5,Senior,"C#, Python",Game Developer,Kullanmıyorum,Firebase,141 - 150
8/20/2025 15:44:08,Türkiye,Tam zamanlı,Hybrid,Erkek,4,Mid,"JavaScript, Bash",DevOps,Kullanmıyorum,Wordpress,61 - 70
8/20/2025 15:44:09,Türkiye,Tam zamanlı,Remote,Erkek,6,Senior,TypeScript,Backend,Kullanmıyorum,Kullanmıyorum,111 - 120
8/20/2025 15:44:12,Türkiye,Tam zamanlı,Hybrid,Erkek,4,Mid,"HTML/CSS, JavaScript, TypeScript, Java, C#, Python, C, C++, SQL, Matlab",Data Scientist,Kullanmıyorum,Kullanmıyorum,71 - 80
8/20/2025 15:44:21,Türkiye,Tam zamanlı,Hybrid,Erkek,6,Mid,"HTML/CSS, JavaScript, C#, SQL",Fullstack,React,Redux,61 - 70
8/20/2025 15:44:24,Türkiye,Tam zamanlı,Remote,Erkek,7,Senior,"C#, SQL",Backend,Kullanmıyorum,Kullanmıyorum,171 - 180
8/20/2025 15:44:27,Türkiye,Tam zamanlı,Office,Erkek,3,Mid,"HTML/CSS, JavaScript, C#",Backend,Vanilla,Kullanmıyorum,61 - 70
8/20/2025 15:44:44,Türkiye,Tam zamanlı,Hybrid,Erkek,9,Senior,"Java, Go, Kotlin",Backend,Kullanmıyorum,Kullanmıyorum,221 - 230
8/20/2025 15:44:46,Avrupa,Freelance,Remote,Erkek,3,Mid,"HTML/CSS, JavaScript, TypeScript, PHP, Python",Fullstack,React,"FastApi, Redux",71 - 80
8/20/2025 15:44:52,Türkiye,Tam zamanlı,Remote,Erkek,10,Senior,"Swift, Objective C",iOS,Kullanmıyorum,Firebase,161 - 170
8/20/2025 15:45:02,Türkiye,Tam zamanlı,Remote,Kadın,4,Mid,Hiçbiri,Product Designer,Kullanmıyorum,Kullanmıyorum,91 - 100
8/20/2025 15:45:12,Türkiye,Tam zamanlı,Hybrid,Erkek,6,Senior,Hiçbiri,Data Scientist,Kullanmıyorum,Firebase,61 - 70
8/20/2025 15:45:14,Türkiye,Tam zamanlı,Remote,Erkek,3,Senior,"Python, SQL",Data Scientist,Kullanmıyorum,FastApi,111 - 120
8/20/2025 15:45:39,Türkiye,Tam zamanlı,Office,Erkek,4,Mid,"Python, SQL",Data Engineer,Kullanmıyorum,"FastApi, Supabase",41 - 50
8/20/2025 15:46:05,Türkiye,Tam zamanlı,Hybrid,Erkek,5,Junior,"HTML/CSS, JavaScript, C#, SQL",Fullstack,Kullanmıyorum,Kullanmıyorum,101 - 110
8/20/2025 15:46:09,Türkiye,Tam zamanlı,Remote,Erkek,4,Senior,"HTML/CSS, JavaScript, TypeScript",Frontend,React,Kullanmıyorum,81 - 90
8/20/2025 15:46:28,Türkiye,Yarı zamanlı,Office,Erkek,1,Junior,"JavaScript, TypeScript, Python",Fullstack,React,"Strapi, FastApi",31 - 40
8/20/2025 15:46:38,Türkiye,Tam zamanlı,Hybrid,Erkek,3,Mid,"JavaScript, TypeScript",React Native,React,"Redux, Firebase",101 - 110
8/20/2025 15:46:40,Türkiye,Tam zamanlı,Remote,Erkek,4,Mid,"HTML/CSS, JavaScript, PHP, SQL",Fullstack,Vanilla,Kullanmıyorum,71 - 80
8/20/2025 15:46:42,Türkiye,Tam zamanlı,Remote,Kadın,7,Mid,Java,Backend,Kullanmıyorum,Kullanmıyorum,171 - 180
8/20/2025 15:47:20,Türkiye,Tam zamanlı,Office,Erkek,2,Mid,"HTML/CSS, JavaScript, TypeScript, C#",Fullstack,"React, Vanilla",Kullanmıyorum,71 - 80
